L	B	RA	DEC	FWHM250	FWHM160	FWHM70
3.4388947783751047	-0.3492220107933612	268.7328	-26.1631	28.347839563622077	25.585347524019625	23.300643937987147
5.884333782553291	-0.3925280112845612	270.1264	-24.0679	30.120424963801558	27.536339626028727	25.427544120500507
5.899773506089589	-0.42860946030360114	270.1691	-24.0724	31.737044600907627	29.295904150580505	27.323250172700902
8.141058798802122	0.22288388482319754	270.7574	-21.8021	34.46157332021199	32.22747330623899	30.44536148092755
8.670273624489806	-0.35571940295526167	271.5795	-21.6246	32.5613267542955	30.18691769624716	28.276492003075628
9.620721346698463	0.19348060481894788	271.563	-20.527	31.737044600907627	29.295904150580505	27.323250172700902
10.29909621838081	-0.14704864011530788	272.2321	-20.0999	31.41018974045286	28.941493042537562	26.942902952934563
10.472329287821506	0.02763200757717879	272.1589	-19.8637	28.552407954496587	25.811818998280614	23.54909764725604
10.623801560378615	-0.38340424326434475	272.6194	-19.93	31.737044600907627	29.295904150580505	27.323250172700902
11.93653100400426	-0.6158347691060325	273.5042	-18.8904	28.347839563622077	25.585347524019625	23.300643937987147
12.20803679919866	-0.10200997836735835	273.1655	-18.4059	30.120424963801558	27.536339626028727	25.427544120500507
12.416631281789895	0.5052487612747291	272.7108	-17.9309	29.370052294803294	26.71347921554735	24.53405738559116
12.805774188054544	-0.1994643290600708	273.5569	-17.9279	32.42838281196726	30.04346870452035	28.123300158400575
12.888253670906154	0.4896043723463329	272.9636	-17.5251	30.92313050129304	28.412145290350743	26.373471519691904
12.907130030978971	-0.25958918212535564	273.6633	-17.8676	30.39078857411598	27.831816867689728	25.74723344665633
14.331400116916287	-0.6446586459148836	274.7273	-16.7975	30.92313050129304	28.412145290350743	26.373471519691904
15.012249622794686	-0.7070218760530449	275.1199	-16.2268	27.32398200095965	24.446062922048753	22.043593000887284
17.636670592856955	0.15430816277105552	275.6111	-13.5058	31.41018974045286	28.941493042537562	26.942902952934563
19.076217703647405	-0.2876734080047719	276.7029	-12.4401	28.347839563622077	25.585347524019625	23.300643937987147
19.608442119666357	-0.23468320434230475	276.9084	-11.9444	30.120424963801558	27.536339626028727	25.427544120500507
20.080427056054763	-0.13586438282187396	277.0432	-11.4806	29.32984827782101	26.669270706189174	24.485914318236105
23.20565178335287	-0.37727208333453516	278.7292	-8.8214	30.120424963801558	27.536339626028727	25.427544120500507
24.32707306404443	0.14446304330851473	278.7829	-7.5857	30.120424963801558	27.536339626028727	25.427544120500507
24.7886191487781	0.08317150656891972	279.0519	-7.2041	32.5613267542955	30.18691769624716	28.276492003075628
25.649572980536835	1.0505569237232466	278.5861	-5.9946	30.39078857411598	27.831816867689728	25.74723344665633
25.824678825053336	-0.17841736683447337	279.765	-6.4038	30.92313050129304	28.412145290350743	26.373471519691904
26.509372277383033	0.282236778692958	279.6691	-5.5841	30.120424963801558	27.536339626028727	25.427544120500507
27.36520964303156	-0.16547321636871937	280.4625	-5.0284	30.92313050129304	28.412145290350743	26.373471519691904
28.199697104712282	-0.04959763995641516	280.742	-4.2333	31.737044600907627	29.295904150580505	27.323250172700902
29.955012639086604	-0.016290274130959778	281.5156	-2.6566	30.92313050129304	28.412145290350743	26.373471519691904
30.70164928057256	-0.0672668105897328	281.902	-2.0155	27.32398200095965	24.446062922048753	22.043593000887284
30.717403074647017	-0.08221306211995709	281.9225	-2.0083	31.737044600907627	29.295904150580505	27.323250172700902
30.81664471043086	-0.05615558992697596	281.9446	-1.9081	31.737044600907627	29.295904150580505	27.323250172700902
31.280426371166755	0.062189304704619995	282.0509	-1.4414	27.32398200095965	24.446062922048753	22.043593000887284
31.412105843556873	0.3075318279748953	281.8926	-1.2123	29.32984827782101	26.669270706189174	24.485914318236105
32.79686630096359	0.19078654251527943	282.6281	-0.0332	30.92313050129304	28.412145290350743	26.373471519691904
33.9147636629532	0.10940135150684578	283.2103	0.9246	27.32398200095965	24.446062922048753	22.043593000887284
34.2573057432133	0.15336717792420906	283.3274	1.2495	31.737044600907627	29.295904150580505	27.323250172700902
34.4112940977198	0.23440710758028552	283.3255	1.4235	30.92313050129304	28.412145290350743	26.373471519691904
35.19763127284016	-0.7428119190729621	284.5543	1.6773	28.347839563622077	25.585347524019625	23.300643937987147
43.164813019620446	-0.028770817688357802	287.591	9.0837	29.32984827782101	26.669270706189174	24.485914318236105
43.16681279123633	0.01134557201606168	287.5559	9.104	32.5613267542955	30.18691769624716	28.276492003075628
43.795048165120946	-0.12703519043924308	287.9746	9.5971	30.92313050129304	28.412145290350743	26.373471519691904
45.070256958324016	0.13180860715525122	288.3419	10.8471	31.737044600907627	29.295904150580505	27.323250172700902
45.12132417150079	0.13172153957989297	288.3661	10.8923	30.39078857411598	27.831816867689728	25.74723344665633
49.36812282933527	-0.3004763733546042	290.7944	14.4435	32.5613267542955	30.18691769624716	28.276492003075628
49.488869579987025	-0.3883421688826007	290.9333	14.5084	30.120424963801558	27.536339626028727	25.427544120500507
49.48977790408863	-0.3697280030558029	290.9168	14.518	30.120424963801558	27.536339626028727	25.427544120500507
291.27214512180973	-0.7150646090917738	167.9635	-61.3119	41.55237756773757	39.719139989831355	38.28733578524132
291.57955903988403	-0.4329440129974103	168.7736	-61.1631	32.5613267542955	30.18691769624716	28.276492003075628
