index	L	B	RAx	DECx	DIST	LBOL	MASS	VDENS
34562	33.9147636629532	0.10940135150684578	18:52:50.47	+00:55:28.6	6500.0	194598.75	4859.709	1.3757300558129678E-18
34467	331.280006204938	-0.18890121814237168	16:11:27.29	-51:41:54.2	5300.0	189318.56	2731.1143	1.6484292383584449E-18
34507	348.696932919305	-1.0283693444077868	17:19:58.99	-38:58:19.6	3400.0	184115.98	1569.2972	3.5877853108461044E-18
34571	49.36812282933527	-0.3004763733546042	19:23:10.66	+14:26:36.6	5300.0	182994.3	3345.841	2.019462284218913E-18
34554	28.199697104712282	-0.04959763995641516	18:42:58.08	-04:13:59.9	6100.0	172884.25	5047.495	2.331314196259922E-18
34568	43.795048165120946	-0.12703519043924308	19:11:53.90	+09:35:49.6	6000.0	172650.31	2166.6462	1.2402412068387417E-18
34433	305.35696843575806	0.2032534388499263	13:12:31.06	-62:34:09.1	3800.0	161058.36	2327.2788	1.987121968143575E-18
34510	349.09151053092313	0.10577558535893472	17:16:24.46	-37:59:46.3	10500.0	157960.88	9278.348	1.1837158267323613E-18
34549	24.7886191487781	0.08317150656891972	18:36:12.46	-07:12:14.8	6000.0	156213.73	10812.251	4.4980094935222335E-18
34552	26.509372277383033	0.282236778692958	18:38:40.58	-05:35:02.8	7600.0	152852.36	6916.8604	2.3270884468883564E-18
34459	328.8086683415379	0.6327353957314955	15:55:48.62	-52:43:06.6	2700.0	146188.94	2168.21	1.3620151646064625E-17
34532	10.29909621838081	-0.14704864011530788	18:08:55.70	-20:05:59.6	3500.0	130957.35	1630.6873	1.781942102595616E-18
34488	337.91542646458106	-0.477367278756754	16:41:10.56	-47:08:05.3	2900.0	130315.67	2323.9062	1.4072432489867457E-17
34443	322.15814683803075	0.6353680581974288	15:18:34.70	-56:38:27.6	3300.0	127170.17	3101.0845	7.75407182102191E-18
34474	333.1206044590611	-0.4336039327865754	16:20:59.54	-50:35:52.8	3600.0	126601.97	1589.6979	2.3105898383094807E-18
34492	340.0542421179858	-0.24430182249737448	16:48:14.04	-45:21:45.7	3600.0	124352.67	1986.9331	4.464677208431404E-18
34553	27.36520964303156	-0.16547321636871937	18:41:51.00	-05:01:42.2	8000.0	121321.08	12382.265	2.9902127228989382E-18
34522	353.41031333035556	-0.36110893892892376	17:30:26.50	-34:41:46.0	3100.0	118624.35	6857.22	7.810411933729288E-18
34458	328.57634463857744	-0.530410010385438	15:59:39.02	-53:45:22.3	2700.0	114134.76	428.7113	2.2834315499960067E-18
34438	311.62605590774956	0.2899572132521111	14:04:54.62	-61:20:07.4	4100.0	110618.49	1557.966	2.369849238405377E-18
34457	328.5670319633165	-0.5345401920863336	15:59:37.25	-53:45:55.4	2700.0	108551.81	1394.9386	5.5096863003741886E-18
34544	19.076217703647405	-0.2876734080047719	18:26:48.70	-12:26:24.4	5000.0	105425.75	1988.0492	1.078531652253323E-18
34444	322.16323815976455	0.6219953339304523	15:18:39.70	-56:38:58.6	3300.0	99332.12	1946.8258	3.6736789529234214E-18
34560	31.412105843556873	0.3075318279748953	18:47:34.22	-01:12:44.3	5200.0	98232.84	8793.939	1.1201161694258532E-17
34551	25.824678825053336	-0.17841736683447337	18:39:03.60	-06:24:13.7	10200.0	97833.55	15295.088	1.782064573921264E-18
34548	24.32707306404443	0.14446304330851473	18:35:07.90	-07:35:08.5	7800.0	96605.19	5178.0264	1.6114809451149077E-18
34485	337.40522028070757	-0.40246848767572985	16:38:50.83	-47:27:59.4	3000.0	95331.07	2204.663	8.560373772999641E-18
34469	331.55594929247434	-0.1222037090978237	16:12:27.53	-51:27:40.3	5300.0	93844.09	2932.6123	2.4355607573412146E-18
34434	305.3617501935502	0.15128727899184183	13:12:35.76	-62:37:14.2	3800.0	93155.336	894.0599	2.014594985081737E-18
34432	305.20828294773065	0.20624628340694878	13:11:13.70	-62:34:40.8	3800.0	92466.23	3379.1787	5.533736018804676E-18
34530	8.670273624489806	-0.35571940295526167	18:06:19.08	-21:37:28.6	4400.0	92145.59	5990.409	6.319118523832221E-18
34489	337.9218913241296	-0.45551831401403403	16:41:06.29	-47:06:55.8	2900.0	88822.086	1160.5155	1.7899918734264043E-18
34440	316.8131449554898	-0.059005731371386885	14:45:27.70	-59:49:18.1	2500.0	88051.85	839.64087	2.250676285331293E-18
34453	327.4024274546768	0.4435940976949202	15:49:19.80	-53:45:15.8	5000.0	87931.75	4470.1846	3.7491241688221265E-18
34501	345.4871371246026	0.3141456053458673	17:04:28.13	-40:46:26.8	2400.0	85157.04	2307.387	6.278860448033756E-18
34466	331.1322362136868	-0.24467914504338123	16:11:00.07	-51:50:23.6	5300.0	80221.23	5731.053	4.75969097757123E-18
34558	30.81664471043086	-0.05615558992697596	18:47:46.70	-01:54:29.2	5200.0	79736.99	14214.332	1.0598169541024764E-17
34559	31.280426371166755	0.062189304704619995	18:48:12.22	-01:26:29.0	5200.0	78128.15	3538.475	1.9564514240138832E-18
34451	327.2921752743654	-0.5792506973341024	15:53:08.42	-54:37:08.8	3000.0	76619.64	6313.796	4.188094503670165E-17
34494	343.12710431071275	-0.06324820188735487	16:58:17.38	-42:52:07.3	2700.0	71219.484	2145.1533	9.793208374496036E-18
34473	333.0670628884685	-0.44680359786759805	16:20:48.70	-50:38:42.4	3600.0	71141.555	2683.4631	3.900352855952971E-18
34508	348.70075465960997	-1.0427648634975586	17:20:03.31	-38:58:37.9	3400.0	67397.125	2008.7183	2.3944695680708608E-18
34535	11.93653100400426	-0.6158347691060325	18:14:01.01	-18:53:25.4	3400.0	65048.324	1413.3235	2.4384878864619264E-18
34436	305.79936633596714	-0.24460257657676104	13:16:43.30	-62:58:31.8	3800.0	64250.33	1786.6436	5.831453411993572E-18
34491	338.9188750880585	0.549384585960018	16:40:33.96	-45:42:10.8	4200.0	60826.04	939.33466	1.8724799861629133E-18
34448	326.65776521588987	0.5940945356885633	15:44:43.13	-54:05:43.8	1800.0	60514.645	485.6928	1.779670231955114E-18
34470	332.09464874106436	-0.4210524877039915	16:16:16.85	-51:18:23.8	3600.0	59385.9	1345.5076	2.591413517678273E-18
34529	8.141058798802122	0.22288388482319754	18:03:01.78	-21:48:07.6	3000.0	58753.707	1349.4781	1.6959501455170123E-18
34502	345.5045453076305	0.3480282066788862	17:04:22.94	-40:44:22.9	2400.0	58563.41	1156.8287	4.9857866372129664E-18
34439	314.2197340011495	0.2706056709625673	14:25:12.89	-60:31:46.2	4200.0	58098.324	2791.126	2.2445528858670656E-18
34455	328.2551639678331	-0.5322052021585498	15:58:00.10	-53:57:58.0	2700.0	57240.797	847.21686	4.5125045369574175E-18
34557	30.717403074647017	-0.08221306211995709	18:47:41.40	-02:00:29.9	5200.0	53797.63	3372.267	2.5143537014056445E-18
34563	34.2573057432133	0.15336717792420906	18:53:18.58	+01:14:58.2	1600.0	51418.367	2374.5564	6.077666987314914E-17
34500	345.40699705159585	-0.9521013725907745	17:09:35.52	-41:35:57.1	1400.0	49067.84	349.85657	4.796231160310232E-18
34516	351.2437289852576	0.668584779591981	17:20:18.43	-35:54:45.0	1300.0	45371.445	944.0051	1.0009271861679652E-17
34526	3.4388947783751047	-0.3492220107933612	17:54:55.87	-26:09:47.2	5100.0	44951.676	4839.1465	2.473854255710421E-18
34540	12.907130030978971	-0.25958918212535564	18:14:39.19	-17:52:03.4	2600.0	44428.703	1278.04	3.830800586513307E-18
34515	351.15989252920076	0.6980836581369524	17:19:57.05	-35:57:51.8	1300.0	44115.03	670.9544	1.8195387091149287E-17
34435	305.36659108308726	0.21289782200238688	13:12:35.64	-62:33:31.7	3800.0	43153.82	1421.6014	2.716073173908661E-18
34441	318.0494206268071	0.08600120584399387	14:53:42.74	-59:08:56.0	3200.0	42263.582	1007.7126	3.2240450902503844E-18
34518	351.4161596263212	0.6464034737608282	17:20:52.97	-35:47:01.0	1300.0	42026.02	1280.0321	1.0434711152741595E-16
34477	333.2990527852898	-0.3509137476018479	16:21:25.25	-50:24:48.6	3600.0	41990.043	1211.2734	1.0873623742338022E-18
34556	30.70164928057256	-0.0672668105897328	18:47:36.48	-02:00:55.8	5200.0	40323.586	8657.01	4.7865305297407784E-18
34478	333.4659715686816	-0.1641681392740661	16:21:20.14	-50:09:48.2	3600.0	39800.14	2371.239	3.446542171308788E-18
34514	350.5052339262351	0.9582128363551443	17:17:01.85	-36:21:00.4	1300.0	37296.453	305.90283	3.2434830295265398E-18
34445	323.7406713900335	-0.26360653753574154	15:31:45.89	-56:30:51.8	3000.0	37209.457	1309.0245	5.9945408357914936E-18
34506	348.5494458599121	-0.9790019960207202	17:19:20.40	-39:03:52.9	3400.0	36217.72	1611.1746	3.683526784943868E-18
34521	351.7747418635369	-0.5370121298116982	17:26:42.72	-36:09:18.4	1300.0	35249.04	1283.801	7.225029265144061E-17
34543	17.636670592856955	0.15430816277105552	18:22:26.66	-13:30:20.9	1900.0	34927.78	297.95004	2.0352115032238534E-18
34490	338.07482675853356	0.011038801503106346	16:39:39.26	-46:41:29.8	3000.0	34687.496	1351.6381	2.6373134877354703E-18
34542	15.012249622794686	-0.7070218760530449	18:20:28.78	-16:13:36.5	2000.0	32631.346	108.61827	1.0555429087099071E-18
34565	35.19763127284016	-0.7428119190729621	18:58:13.03	+01:40:38.3	2200.0	31474.586	1148.5775	7.314895825778685E-18
34450	326.72366298993825	0.6147329788167001	15:44:59.30	-54:02:20.0	1800.0	29674.096	310.16354	4.778937071714985E-18
34496	344.22067128759886	-0.5938608548963068	17:04:12.91	-42:19:54.1	2200.0	28326.057	322.18536	3.1721383039111395E-18
34528	5.899773506089589	-0.42860946030360114	18:00:40.58	-24:04:20.6	3000.0	27477.15	1971.0245	7.653190572597285E-18
34499	345.4048085500558	-0.9420896328731662	17:09:32.52	-41:35:42.0	1400.0	24838.541	98.34766	2.786396111185914E-18
34480	335.5856755644222	-0.29063288223419265	16:30:59.04	-48:43:53.0	2900.0	24252.729	1860.896	6.856242530462263E-18
34472	332.963024239096	-0.678179689925204	16:21:22.63	-50:52:57.0	3600.0	23297.77	2249.67	3.7486457684070945E-18
34539	12.888253670906154	0.4896043723463329	18:11:51.26	-17:31:30.4	2500.0	21309.514	829.1331	6.561093676807471E-18
34481	335.78959684773673	0.1736012110680085	16:29:47.59	-48:15:51.5	3300.0	21000.58	1944.7134	4.207040689305135E-18
34460	329.03034688314824	-0.20228721161001265	16:00:31.39	-53:12:40.7	2900.0	19308.244	2950.0698	4.104396165393519E-18
34498	345.00293873345714	-0.2241859730054628	17:05:11.06	-41:29:07.8	1400.0	18190.422	535.836	2.0472084178928573E-17
34547	23.20565178335287	-0.37727208333453516	18:34:55.01	-08:49:17.0	4600.0	16069.019	2842.997	4.313675709427433E-18
34550	25.649572980536835	1.0505569237232466	18:34:20.66	-05:59:40.6	2100.0	15644.241	725.3674	4.126342434361665E-18
34461	329.1835942809714	-0.31475625846464966	16:01:47.30	-53:11:44.9	2900.0	14735.512	968.5959	4.91044183003344E-18
34503	345.64870155167944	0.008824058557368052	17:06:16.20	-40:49:48.4	1400.0	14617.78	124.33341	5.602420941410845E-18
34482	336.0177351318953	-0.8283446445727038	16:35:09.50	-48:46:50.9	3100.0	14505.746	1505.6604	6.249048989670427E-18
34537	12.416631281789895	0.5052487612747291	18:10:50.59	-17:55:51.2	1800.0	13928.082	470.55176	4.807155249223816E-18
34442	318.9471155855967	-0.19699181984554606	15:00:55.27	-58:58:56.6	2100.0	13692.722	509.5979	5.768781776469246E-18
34454	328.2353545995734	-0.5481837758164091	15:57:58.15	-53:59:28.0	2700.0	13511.3545	1980.9739	5.99633305764655E-18
34495	343.7558877218637	-0.1641094636543491	17:00:50.09	-42:26:12.5	2600.0	11713.415	1192.692	1.0021963976668092E-17
34511	350.0094379135729	-1.3401598398326544	17:25:05.86	-38:04:02.6	3100.0	11175.917	918.3899	6.059543756719945E-19
34517	351.2509142050613	0.6526655364298186	17:20:23.52	-35:54:56.5	1300.0	10767.181	368.26483	8.83070382490913E-18
34497	344.2275914966234	-0.5688347303263087	17:04:07.82	-42:18:39.6	2200.0	9910.464	1916.2897	2.225179477510771E-17
34519	351.4440967697175	0.6578926385650888	17:20:54.89	-35:45:14.8	1300.0	8715.229	2564.2935	3.259606079033156E-17
34493	340.9697667938254	-1.0212715649604773	16:54:57.05	-45:09:05.4	2400.0	7384.4204	1305.9076	9.903598914741449E-18
34447	326.47455051926073	0.7025999273158299	15:43:16.58	-54:07:15.2	1800.0	7156.653	890.7663	1.3724746710200372E-17
34541	14.331400116916287	-0.6446586459148836	18:18:54.55	-16:47:51.0	1500.0	6960.636	614.6669	2.2518420711721696E-17
34564	34.4112940977198	0.23440710758028552	18:53:18.12	+01:25:24.6	1600.0	5897.902	506.9108	1.530183567522565E-17
34449	326.67061043363543	0.5537392377305259	15:44:57.38	-54:07:10.6	1800.0	5153.4194	304.60458	6.457892618165319E-18
34505	348.1825907539102	0.4828753855633098	17:12:08.52	-38:30:46.8	1300.0	1952.6892	479.55353	2.698851460829192E-17
34430	0.020817	-0.050396	17:45:52.00	-28:56:40.7	3000.0	735.83997	978.4799	5.450167580125211E-18
34429	0.022884	0.497848	17:43:44.27	-28:39:23.1	3000.0	61.649994	34.92	7.809781604305001E-20
